73.001717,1645794643034790180
77.295670,1645794643136767941
36.913563,1645794643236741546
66.909325,1645794643336758003
47.408844,1645794643436738701
87.332199,1645794643536673139
5.669550,1645794643636661429
111.540092,1645794643736776404
58.215218,1645794643836725510
58.621037,1645794643936763151
27.658012,1645794644036734886
118.172234,1645794644136771880
88.935333,1645794644236738022
28.520834,1645794644336757127
110.013527,1645794644436781047
118.633759,1645794644536745837
107.679787,1645794644636742257
46.215717,1645794644736748547
90.858696,1645794644836752874
51.091946,1645794644936780886
127.055511,1645794645036797677
32.492538,1645794645136799115
20.690117,1645794645236751646
84.870560,1645794645336775584
84.441322,1645794645436779911
49.289677,1645794645536882312
52.701363,1645794645636764177
108.131348,1645794645736830726
102.320526,1645794645836788387
121.973198,1645794645936782881
15.770138,1645794646036763782
20.542604,1645794646136797906
72.932449,1645794646236756677
62.507065,1645794646336759523
53.759350,1645794646436786906
70.367172,1645794646536778455
40.179626,1645794646636760968
33.932487,1645794646736809406
96.291595,1645794646836802511
68.075691,1645794646936770042
44.294777,1645794647036756499
5.227554,1645794647136796511
99.833755,1645794647236763894
19.239454,1645794647336768610
110.151299,1645794647436765826
11.062973,1645794647536773617
51.175472,1645794647636759555
108.964455,1645794647736820400
69.325485,1645794647836771432
32.024498,1645794647936771444
